Year,Player,Salary
2018,JR Smith,"$14,720,000"
2018,Brandon Knight,"$14,631,250"
2018,James Johnson,"$14,420,700"
2018,Robin Lopez,"$14,357,750"
2018,Kenneth Faried,"$14,242,782"
2018,Marvin Williams,"$14,087,500"
2018,Taj Gibson,"$14,000,000"
2018,Thaddeus Young,"$13,764,045"
2018,Tyson Chandler,"$13,585,000"
2018,Marcin Gortat,"$13,565,218"
2018,Kelly Olynyk,"$13,537,527"
2018,Cody Zeller,"$13,528,090"
2018,Eric Gordon,"$13,500,375"
2018,Austin Rivers,"$13,155,324"
2018,Michael Kidd-Gilchrist,"$13,000,000"
2018,Khris Middleton,"$13,000,000"
2018,Mason Plumlee,"$12,917,808"
2018,Wilson Chandler,"$12,800,562"
2018,Solomon Hill,"$12,763,467"
2018,Nikola Vucevic,"$12,750,000"
2018,Dion Waiters,"$12,705,000"
2018,Joe Ingles,"$12,545,455"
2018,Jeremy Lin,"$12,516,746"
2018,Jordan Clarkson,"$12,500,000"
2018,Nikola Mirotic,"$12,500,000"
2018,Miles Plumlee,"$12,400,000"
2018,Tyreke Evans,"$12,400,000"
2018,Courtney Lee,"$12,253,780"
2018,JJ Redick,"$12,250,000"
2018,Kemba Walker,"$12,000,000"
2018,Kentavious Caldwell-Pope,"$12,000,000"
2018,Avery Bradley,"$12,000,000"
2018,Will Barton,"$11,830,358"
2018,TJ Warren,"$11,750,000"
2018,Zach Randolph,"$11,692,308"
2018,Patrick Mills,"$11,571,429"
2018,Alec Burks,"$11,536,515"
2018,Omer Asik,"$11,286,516"
2018,Marcus Smart,"$11,160,716"
2018,Jusuf Nurkic,"$11,111,111"
2018,Iman Shumpert,"$11,011,234"
2018,Moe Harkless,"$10,837,079"
2018,Tony Snell,"$10,607,143"
2018,Dante Exum,"$10,600,000"
2018,Meyers Leonard,"$10,595,506"
2018,John Henson,"$10,577,466"
2018,Bojan Bogdanovic,"$10,500,000"
2018,Mirza Teletovic,"$10,500,000"
2018,Terrence Ross,"$10,500,000"
2018,Robert Covington,"$10,464,092"
2018,Rudy Gay,"$10,087,200"
2018,Jon Leuer,"$10,002,681"
2018,Darren Collison,"$10,000,000"
2018,Andre Roberson,"$10,000,000"
2018,Danny Green,"$10,000,000"
2018,Dwight Powell,"$9,631,250"
2018,Matthew Dellavedova,"$9,607,500"
2018,Jared Dudley,"$9,530,000"
2018,Boban Marjanovic,"$9,490,740"
2018,Josh Richardson,"$9,367,200"
2018,Norman Powell,"$9,367,200"
2018,Markieff Morris,"$9,173,294"
2018,Rajon Rondo,"$9,000,000"
2018,Bogdan Bogdanovic,"$9,000,000"
2018,E'Twaun Moore,"$8,808,685"
2018,Kosta Koufos,"$8,739,500"
2018,Fred VanVleet,"$8,653,847"
2018,Wayne Ellington,"$8,653,076"
2018,Kyle Anderson,"$8,641,000"
2018,Julius Randle,"$8,641,000"
2018,Jerryd Bayless,"$8,575,916"
2018,Cristiano Felicio,"$8,470,980"
2018,Markelle Fultz,"$8,339,880"
2018,Joe Harris,"$8,333,333"
2018,CJ Miles,"$8,333,333"
2018,Jerami Grant,"$8,333,333"
2018,Shaun Livingston,"$8,307,692"
2018,Deandre Ayton,"$8,175,840"
2018,JaMychal Green,"$8,066,667"
2018,Louis Williams,"$8,000,000"
2018,Garrett Temple,"$8,000,000"
2018,PJ Tucker,"$7,959,537"
2018,Cory Joseph,"$7,945,000"
2018,Karl-Anthony Towns,"$7,839,435"
2018,Kyle Korver,"$7,560,000"
2018,Darrell Arthur,"$7,464,912"
2018,Lonzo Ball,"$7,461,960"
2018,Doug McDermott,"$7,333,334"
2018,Marvin Bagley,"$7,314,960"
2018,Jae Crowder,"$7,305,825"
2018,DJ Augustin,"$7,250,000"
2018,Lance Thomas,"$7,119,650"
2018,D'Angelo Russell,"$7,019,698"
2018,Jeremy Lamb,"$7,000,000"
2018,Langston Galloway,"$7,000,000"
2018,Ersan Ilyasova,"$7,000,000"
2018,Davis Bertans,"$7,000,000"
2018,Al-Farouq Aminu,"$6,957,105"
2018,Jayson Tatum,"$6,700,800"
2018,Luka Doncic,"$6,569,040"
2018,Mario Hezonja,"$6,500,000"
2018,Nemanja Bjelica,"$6,500,000"
2018,Ben Simmons,"$6,434,520"
2018,Dewayne Dedmon,"$6,300,000"
2018,Milos Teodosic,"$6,300,000"
2018,Marco Belinelli,"$6,153,846"
2018,Wesley Johnson,"$6,134,000"
2018,Josh Jackson,"$6,041,520"
2018,Ishmael Smith,"$6,000,000"
2018,Montrezl Harrell,"$6,000,000"
2018,Jonathon Simmons,"$6,000,000"
2018,Jaren Jackson Jr,"$5,922,720"
2018,Brandon Ingram,"$5,757,120"
2018,Anthony Tolliver,"$5,750,000"
2018,Kristaps Porzingis,"$5,697,054"
2018,Deron Williams,"$5,474,787"
2018,De'Aaron Fox,"$5,470,920"
2018,Ben McLemore,"$5,460,000"
2018,Patrick Patterson,"$5,451,600"
2018,Jason Smith,"$5,450,000"
2018,Marcus Morris,"$5,375,000"
2018,Trae Young,"$5,363,280"
2018,DeMarcus Cousins,"$5,337,000"
2018,Josh Smith,"$5,331,729"
2018,Alexis Ajinca,"$5,285,394"
2018,Thabo Sefolosha,"$5,250,000"
2018,Aron Baynes,"$5,193,600"
2018,Jaylen Brown,"$5,169,960"
2018,Patrick Beverley,"$5,027,028"
2018,Tony Parker,"$5,000,000"
2018,Dirk Nowitzki,"$5,000,000"
2018,Mike Muscala,"$5,000,000"
2018,Jonathan Isaac,"$4,969,080"
2018,Mo Bamba,"$4,871,280"
2018,Jamal Crawford,"$4,698,113"
2018,Ron Baker,"$4,697,823"
2018,Willie Cauley-Stein,"$4,696,874"
2018,Dragan Bender,"$4,661,280"
2018,Lauri Markkanen,"$4,536,120"
2018,Justin Holiday,"$4,500,000"
2018,Ed Davis,"$4,449,000"
2018,Kyle O'Quinn,"$4,449,000"
2018,Lance Stephenson,"$4,449,000"
2018,Wendell Carter,"$4,446,840"
2018,Alex Len,"$4,350,000"
2018,Luc Mbah a Moute,"$4,320,500"
2018,Mike Scott,"$4,320,500"
2018,Emmanuel Mudiay,"$4,294,479"
2018,Kris Dunn,"$4,221,000"
2018,Frank Ntilikina,"$4,155,720"
2018,Glenn Robinson III,"$4,075,000"
2018,Collin Sexton,"$4,073,760"
2018,Al Jefferson,"$4,000,000"
2018,Stanley Johnson,"$3,940,401"
2018,Buddy Hield,"$3,833,760"
2018,Dennis Smith,"$3,819,960"
2018,Jodie Meeks,"$3,774,176"
2018,Kevin Knox,"$3,744,840"
2018,Jose Juan Barea,"$3,710,850"
2018,Alex Abrines,"$3,667,645"
2018,Nenê,"$3,651,480"
2018,Zach Collins,"$3,628,920"
2018,Frank Kaminsky,"$3,627,842"
2018,Mikal Bridges,"$3,557,400"
2018,Michael Beasley,"$3,500,000"
2018,Jamal Murray,"$3,499,800"
2018,Rodney Hood,"$3,472,887"
2018,Justise Winslow,"$3,448,926"
2018,Malik Monk,"$3,447,480"
2018,Cameron Payne,"$3,440,356"
2018,Brook Lopez,"$3,382,000"
2018,Allonzo Trier,"$3,382,000"
2018,Shai Gilgeous-Alexander,"$3,375,360"
2018,Trey Lyles,"$3,364,249"
2018,Ekpe Udoh,"$3,360,000"
2018,Devin Booker,"$3,314,365"
2018,Myles Turner,"$3,294,994"
2018,Luke Kennard,"$3,275,280"
2018,Troy Daniels,"$3,258,539"
2018,Kelly Oubre,"$3,208,630"
2018,Miles Bridges,"$3,206,640"
2018,Marquese Chriss,"$3,206,160"
2018,Tomas Satoransky,"$3,129,187"
2018,Bryn Forbes,"$3,125,000"
2018,Donovan Mitchell,"$3,111,480"
2018,Terry Rozier,"$3,050,389"
2018,Jerome Robinson,"$3,050,160"
2018,Elfrid Payton,"$3,000,000"
2018,Yogi Ferrell,"$3,000,000"
2018,Bam Adebayo,"$2,955,840"
2018,Jakob Poeltl,"$2,947,320"
2018,Michael Porter,"$2,894,160"
2018,Andrew Nicholson,"$2,844,429"
2018,Justin Jackson,"$2,807,880"
2018,Thon Maker,"$2,799,720"
2018,Seth Curry,"$2,795,000"
2018,Cedi Osman,"$2,775,000"
2018,Sam Dekker,"$2,760,094"
2018,Troy Brown,"$2,752,680"
2018,Guerschon Yabusele,"$2,667,600"
2018,Justin Patton,"$2,667,600"
2018,Domantas Sabonis,"$2,659,800"
2018,Jerian Grant,"$2,639,313"
2018,Zhaire Smith,"$2,615,160"
2018,Corey Brewer,"$2,559,925"
2018,Delon Wright,"$2,536,898"
2018,DJ Wilson,"$2,534,280"
2018,Taurean Prince,"$2,526,840"
2018,Dario Saric,"$2,526,840"
2018,Justin Anderson,"$2,516,047"
2018,Shelvin Mack,"$2,512,601"
2018,Reggie Bullock,"$2,500,000"
2018,Manu Ginobili,"$2,500,000"
2018,Bobby Portis,"$2,494,346"
2018,Dante Cunningham,"$2,487,000"
2018,Donte DiVincenzo,"$2,484,360"
2018,Rondae Hollis-Jefferson,"$2,470,356"
2018,Tyus Jones,"$2,444,052"
2018,Jarell Martin,"$2,416,221"
2018,Greg Monroe,"$2,410,167"
2018,TJ Leaf,"$2,407,560"
2018,Georgios Papagiannis,"$2,400,480"
2018,Vince Carter,"$2,393,887"
2018,Carmelo Anthony,"$2,393,887"
2018,Channing Frye,"$2,393,887"
2018,Devin Harris,"$2,393,887"
2018,Jose Calderon,"$2,393,887"
2018,Zaza Pachulia,"$2,393,887"
2018,JaVale McGee,"$2,393,887"
2018,Udonis Haslem,"$2,393,887"
2018,Dwyane Wade,"$2,393,887"
2018,Raymond Felton,"$2,393,887"
2018,Amir Johnson,"$2,393,887"
2018,Jeff Green,"$2,393,887"
2018,Lonnie Walker,"$2,360,160"
2018,John Collins,"$2,299,080"
2018,Denzel Valentine,"$2,280,600"
2018,Larry Nance Jr,"$2,272,390"
2018,Kevin Huerter,"$2,250,960"
2018,Monta Ellis,"$2,245,400"
2018,Harry Giles,"$2,207,040"
2018,Darius Miller,"$2,205,000"
2018,Henry Ellenson,"$2,199,311"
2018,Omri Casspi,"$2,176,260"
2018,Derrick Rose,"$2,176,260"
2018,Juan Hernangomez,"$2,166,360"
2018,Jonas Jerebko,"$2,165,481"
2018,Quincy Pondexter,"$2,165,481"
2018,Josh Okogie,"$2,163,600"
2018,Nik Stauskas,"$2,161,886"
2018,Terrance Ferguson,"$2,118,840"
2018,Raul Neto,"$2,100,000"
2018,Salah Mejri,"$2,098,196"
2018,Grayson Allen,"$2,076,960"
2018,Jarrett Allen,"$2,034,120"
2018,Isaiah Thomas,"$2,029,463"
2018,Spencer Hawes,"$2,007,058"
2018,Torrey Craig,"$2,000,000"
2018,Cole Aldrich,"$2,000,000"
2018,Chandler Hutchison,"$1,991,520"
2018,Ante Zizic,"$1,952,760"
2018,OG Anunoby,"$1,952,760"
2018,Shabazz Napier,"$1,942,422"
2018,Aaron Holiday,"$1,914,480"
2018,Timothe Luwawu,"$1,880,268"
2018,Tyler Lydon,"$1,874,640"
2018,Anfernee Simons,"$1,837,800"
2018,Tim Frazier,"$1,832,107"
2018,Trey Burke,"$1,795,015"
2018,Malik Beasley,"$1,773,840"
2018,Moritz Wagner,"$1,764,240"
2018,Ian Clark,"$1,757,429"
2018,Nerlens Noel,"$1,757,429"
2018,Deyonta Davis,"$1,741,503"
2018,Furkan Korkmaz,"$1,740,000"
2018,Caleb Swanigan,"$1,740,000"
2018,Landry Shamet,"$1,705,920"
2018,Caris LeVert,"$1,702,800"
2018,Rodions Kurucs,"$1,690,000"
2018,Jonah Bolden,"$1,690,000"
2018,Kyle Kuzma,"$1,689,840"
2018,Tony Bradley,"$1,679,520"
2018,Derrick White,"$1,667,160"
2018,Kyle Singler,"$1,665,333"
2018,Robert Williams,"$1,656,600"
2018,Spencer Dinwiddie,"$1,656,092"
2018,MarShon Brooks,"$1,656,092"
2018,Josh Hart,"$1,655,160"
2018,Jacob Evans,"$1,646,400"
2018,Pat Connaughton,"$1,641,000"
2018,DeAndre Bembry,"$1,634,640"
2018,Dzanan Musa,"$1,634,400"
2018,Omari Spellman,"$1,622,520"
2018,Noah Vonleh,"$1,621,415"
2018,James Ennis,"$1,621,415"
2018,Luke Kornet,"$1,619,260"
2018,TJ McConnell,"$1,600,520"
2018,Richaun Holmes,"$1,600,520"
2018,Malachi Richardson,"$1,569,360"
2018,Kevon Looney,"$1,567,007"
2018,Jahlil Okafor,"$1,567,007"
2018,Wayne Selden,"$1,544,951"
2018,Dorian Finney-Smith,"$1,544,951"
2018,Damian Jones,"$1,544,951"
2018,Quinn Cook,"$1,544,951"
2018,Wade Baldwin,"$1,544,951"
2018,Ivica Zubac,"$1,544,951"
2018,Rodney McGruder,"$1,544,951"
2018,Malcolm Brogdon,"$1,544,951"
2018,Cheick Diallo,"$1,544,951"
2018,Jake Layman,"$1,544,951"
2018,Skal Labissiere,"$1,544,951"
2018,Dejounte Murray,"$1,544,951"
2018,Pascal Siakam,"$1,544,951"
2018,Treveon Graham,"$1,512,601"
2018,David Nwaba,"$1,512,601"
2018,Gerald Green,"$1,512,601"
2018,Derrick Jones,"$1,512,601"
2018,Christian Wood,"$1,512,601"
2018,Georges Niang,"$1,512,601"
2018,Willy Hernangomez,"$1,496,500"
2018,Sviatoslav Mykhailiuk,"$1,487,694"
2018,Mitchell Robinson,"$1,485,440"
2018,Michael Carter-Williams,"$1,468,082"
2018,Jawun Evans,"$1,455,492"
2018,Semi Ojeleye,"$1,378,242"
2018,Daniel Theis,"$1,378,242"
2018,Dwayne Bacon,"$1,378,242"
2018,Maxi Kleber,"$1,378,242"
2018,Jordan Bell,"$1,378,242"
2018,Zhou Qi,"$1,378,242"
2018,Sindarius Thornwell,"$1,378,242"
2018,Rade Zagorac,"$1,378,242"
2018,Dillon Brooks,"$1,378,242"
2018,Ivan Rabb,"$1,378,242"
2018,Tyler Dorsey,"$1,378,242"
2018,Sterling Brown,"$1,378,242"
2018,Frank Jackson,"$1,378,242"
2018,Damyean Dotson,"$1,378,242"
2018,Abdel Nader,"$1,378,242"
2018,Wesley Iwundu,"$1,378,242"
2018,Khem Birch,"$1,378,242"
2018,Frank Mason,"$1,378,242"
2018,Royce O'Neale,"$1,378,242"
2018,Thomas Bryant,"$1,378,242"
2018,Daniel Hamilton,"$1,349,383"
2018,Jabari Bird,"$1,349,383"
2018,Antonio Blakeney,"$1,349,383"
2018,Ryan Arcidiacono,"$1,349,383"
2018,Monte Morris,"$1,349,383"
2018,Alfonzo McKinnie,"$1,349,383"
2018,Ike Anigbogu,"$1,349,383"
2018,Tyrone Wallace,"$1,349,383"
2018,Shaquille Harrison,"$1,325,531"
2018,Elie Okobo,"$1,238,464"
2018,Jalen Brunson,"$1,230,000"
2018,Melvin Frazier,"$1,050,000"
2018,Raymond Spalding,"$1,023,210"
2018,Isaac Bonga,"$1,000,000"
2018,Justin Hamilton,"$1,000,000"
2018,Devonte Graham,"$988,464"
2018,Chasson Randle,"$975,824"
2018,Patrick McCaw,"$964,104"
2018,De'Anthony Melton,"$949,000"
2018,Jason Thompson,"$893,333"
2018,Brad Wanamaker,"$838,464"
2018,Ryan Broekhoff,"$838,464"
2018,Jarred Vanderbilt,"$838,464"
2018,Bruce Brown,"$838,464"
2018,Khyri Thomas,"$838,464"
2018,Isaiah Hartenstein,"$838,464"
2018,Alize Johnson,"$838,464"
2018,Jevon Carter,"$838,464"
2018,Keita Bates-Diop,"$838,464"
2018,Kenrich Williams,"$838,464"
2018,Hamidou Diallo,"$838,464"
2018,Isaiah Briscoe,"$838,464"
2018,Gary Trent Jr,"$838,464"
2018,Chimezie Metu,"$838,464"
2018,Lorenzo Brown,"$800,000"
2018,Davon Reed,"$752,250"
2018,Isaiah Canaan,"$744,671"
2018,Isaiah Whitehead,"$726,390"
2018,Bruno Caboclo,"$705,361"
2018,Gary Clark,"$674,122"
2018,James Nunnally,"$663,255"
2018,Kalin Lucas,"$648,008"
2018,John Jenkins,"$585,809"
2018,Deonte Burton,"$500,000"
2018,Andrew Bogut,"$486,892"
2018,Dakari Johnson,"$459,414"
2018,Chris Boucher,"$457,418"
2018,Malcolm Miller,"$457,418"
2018,Edmond Sumner,"$449,794"
2018,Yante Maten,"$385,000"
2018,Andrew Harrison,"$354,500"
2018,Eric Moreland,"$309,859"
2018,Nick Young,"$284,020"
2018,Danuel House,"$247,827"
2018,Okaro White,"$247,827"
2018,Jaylen Adams,"$236,854"
2018,Ben Moore,"$222,099"
2018,Tyler Zeller,"$213,948"
2018,Quincy Acy,"$213,948"
2018,Terrence Jones,"$198,579"
2018,Jimmer Fredette,"$198,579"
2018,Dairis Bertans,"$194,220"
2018,Walter Lemon Jr,"$176,250"
2018,Demetrius Jackson,"$170,107"
2018,BJ Johnson,"$142,111"
2018,Chris Chiozza,"$137,374"
2018,Johnathan Williams,"$127,250"
2018,Cam Reynolds,"$108,953"
2018,Donatas Motiejunas,"$99,289"
2018,Emanuel Terry,"$94,740"
2018,Justin Bibbs,"$92,159"
2018,JaKarr Sampson,"$85,457"
2018,Gary Payton II,"$85,457"
2018,Alex Poythress,"$77,250"
2018,PJ Dozier,"$77,250"
2018,RJ Hunter,"$77,250"
2018,Theo Pinson,"$77,250"
2018,Alan Williams,"$77,250"
2018,JP Macura,"$77,250"
2018,Joe Chealey,"$77,250"
2018,Rawle Alkins,"$77,250"
2018,Tyler Ulis,"$77,250"
2018,Brandon Sampson,"$77,250"
2018,John Holland,"$77,250"
2018,Billy Preston,"$77,250"
2018,Jaron Blossomgame,"$77,250"
2018,Jalen Jones,"$77,250"
2018,Deng Adel,"$77,250"
2018,Kostas Antetokounmpo,"$77,250"
2018,Daryl Macon,"$77,250"
2018,Thomas Welsh,"$77,250"
2018,DeVaughn Akoon-Purcell,"$77,250"
2018,Archie Goodwin,"$77,250"
2018,Keenan Evans,"$77,250"
2018,Zach Lofton,"$77,250"
2018,Damion Lee,"$77,250"
2018,Marcus Derrickson,"$77,250"
2018,Vincent Edwards,"$77,250"
2018,Trevon Duval,"$77,250"
2018,Angel Delgado,"$77,250"
2018,Johnathan Motley,"$77,250"
2018,Alex Caruso,"$77,250"
2018,Yuta Watanabe,"$77,250"
2018,DJ Stephens,"$77,250"
2018,Jarnell Stokes,"$77,250"
2018,Julian Washburn,"$77,250"
2018,Duncan Robinson,"$77,250"
2018,Jaylen Morris,"$77,250"
2018,Bonzie Colson,"$77,250"
2018,Jared Terrell,"$77,250"
2018,CJ Williams,"$77,250"
2018,Trevon Bluiett,"$77,250"
2018,Isaiah Hicks,"$77,250"
2018,Kadeem Allen,"$77,250"
2018,Tyler Davis,"$77,250"
2018,Donte Grantham,"$77,250"
2018,Troy Caupain,"$77,250"
2018,Amile Jefferson,"$77,250"
2018,Shake Milton,"$77,250"
2018,Haywood Highsmith,"$77,250"
2018,George King,"$77,250"
2018,Troy Williams,"$77,250"
2018,Drew Eubanks,"$77,250"
2018,Jordan Loyd,"$77,250"
2018,Naz Long,"$77,250"
2018,Tyler Cavanaugh,"$77,250"
2018,Devin Robinson,"$77,250"
2018,Jordan McRae,"$77,250"
2018,Jonathan Gibson,"$76,236"
2018,Kobi Simmons,"$76,236"
2018,Andre Ingram,"$76,236"
2018,Scott Machado,"$76,236"
2018,Charles Cooke,"$76,236"
2018,Scotty Hopson,"$76,236"
2018,Wenyen Gabriel,"$75,000"
2018,Billy Garrett,"$67,370"
2018,Brandon Goodwin,"$56,845"
2018,Mitch Creek,"$56,845"
2018,Jemerrio Jones,"$52,170"
2018,Jordan Sibert,"$47,370"
2018,Isaac Humphries,"$47,370"
2018,Mitchell Creek,"$47,370"
2018,Tahjere McCall,"$47,370"
2018,Michael Frazier,"$47,370"
2018,Stephan Hicks,"$47,370"
2018,Dusty Hannahs,"$47,370"
2018,Kendrick Nunn,"$47,370"
2018,Richard Solomon,"$47,370"
2018,Cody Demps,"$47,370"
2018,Tarik Phillip,"$47,370"
